avg price;overall_rating;nation;league;skills;weakfoot;revision;pac;sho;pas;dri;def;phy
850;75;italy;Serie A TiM;3;5;;69;58;66;74;77;67
1933;80;Poland;Ligue 1 Conforama;2;2;Normal;45;32;44;54;79;82
800;75;England;Premier League;4;3;Normal;85;59;70;76;68;67
717;77;England;Premier League;4;3;Normal;84;71;71;81;27;52
3600;82;France;Ligue 1 Conforama;2;3;Normal;75;39;67;68;81;83
1000;79;Germany;Bundesliga;3;3;Normal;81;50;70;72;76;81
800;77;Austria;Bundesliga;3;3;Normal;69;67;77;78;40;62
683;75;Belgium;Belgium Pro League;3;4;Normal;58;66;76;74;70;68
1100;80;England;LaLiga Santander;3;4;Normal;74;60;81;76;78;72
1467;79;Holland;Eredivisie;2;4;Normal;66;49;66;69;79;78
800;78;Portugal;Eredivisie;4;4;Normal;90;72;71;83;32;63
46833;84;Argentina;Eredivisie;3;2;iF;82;61;73;78;83;83
3300;82;Belgium;Ligue 1 Conforama;3;4;Normal;79;75;77;75;78;84
1000;77;Turkey;Bundesliga;4;4;Normal;71;68;76;80;33;57
533;76;Argentina;Major League Soccer;4;4;Normal;73;71;74;77;52;50
1233;75;Serbia;Major League Soccer;4;4;Normal;66;75;73;77;43;67
667;78;England;Premier League;3;3;Normal;76;53;70;76;76;70
900;77;Brazil;Liga NOS;2;2;Normal;45;42;45;57;77;82
700;75;Nigeria;Serie A TiM;2;3;Normal;65;32;45;45;76;77
361333;89;Wales;icons;3;2;icon;84;80;90;88;47;64
650;76;Spain;LaLiga Santander;3;3;Normal;44;63;72;67;76;69
156667;89;France;LaLiga Santander;4;3;Normal;81;86;84;89;57;72
17417;81;Mexico;LiGA Bancomer MX;3;2;iF;88;66;78;81;78;80
1067;75;Holland;Belgium Pro League;2;3;;54;46;59;57;75;74
1300;76;italy;Serie A TiM;2;3;Normal;55;45;44;51;77;75
733;75;Nigeria;LaLiga Santander;2;3;Normal;70;32;50;58;73;78
483;75;Scotland;Scottish Premiership;2;3;Normal;63;52;65;71;72;81
783;77;Switzerland;Bundesliga;2;3;Normal;57;56;68;66;77;80
900;79;Spain;LaLiga Santander;3;3;Normal;61;62;77;74;73;68
958333;87;Côte d'ivoire;icons;4;4;icon;88;87;71;80;43;86
1700;80;Brazil;CSL;4;3;Normal;78;85;76;80;47;86
541667;87;italy;icons;2;3;icon;82;42;60;68;90;81
1500;75;Mali;Liga NOS;3;3;Normal;92;36;59;72;68;74
750;75;Belgium;Ligue 1 Conforama;3;3;Normal;77;57;69;71;72;72
3000;78;Brazil;Serie A TiM;2;2;CL;64;47;58;63;80;67
17583;86;Brazil;Ligue 1 Conforama;3;3;CL;74;41;73;71;86;77
367;77;italy;CSL;3;4;Normal;48;76;64;64;34;85
567;76;Norway;Bundesliga;3;3;Normal;58;46;71;76;71;72
3000;83;Wales;Serie A TiM;3;3;CL;68;77;79;80;68;74
1000;77;France;Bundesliga;3;3;Normal;77;74;75;80;69;65
6967;84;Brazil;Serie A TiM;5;3;Normal;94;73;79;91;43;61
600;77;Finland;Premier League;3;3;Normal;77;75;58;75;33;69
18583;82;United States;Premier League;4;4;iF;91;74;75;85;39;61
1600;76;Brazil;Serie A TiM;2;2;Normal;74;33;52;60;76;78
4667;78;Brazil;Ligue 1 Conforama;4;3;CL;79;60;74;79;75;78
359333;85;Spain;icons;3;3;icon;75;65;82;76;85;77
5533;84;Germany;Bundesliga;4;4;CL;84;78;79;84;44;65
867;79;Spain;Liga NOS;3;3;CL;72;81;60;74;35;71
96333;88;England;Premier League;4;3;Normal;93;79;78;89;45;57
500;76;Sweden;Hyundai A-League;3;4;Normal;50;77;75;73;41;73
750;75;Hungary;Ukraine Liga;2;2;Normal;70;34;65;62;76;79
1933;76;Germany;Bundesliga;2;3;Normal;58;41;64;66;77;74
2900;81;Denmark;Bundesliga;3;3;CL;83;74;67;75;56;82
533;76;England;Premier League;3;4;Normal;81;77;58;73;28;61
1500;76;France;Ligue 1 Conforama;3;4;Normal;67;73;76;78;42;63
483;76;Croatia;Hellas Liga;3;5;Normal;74;73;60;75;32;77
6700;84;Greece;Premier League;2;2;Normal;72;51;52;61;84;83
371667;86;Holland;icons;3;4;icon;70;67;77;75;86;81
1533;77;Germany;Bundesliga;3;4;Normal;66;57;75;75;72;76
750;76;Germany;Serie A TiM;3;3;Normal;79;65;72;74;72;77
567;75;Argentina;SAF;3;4;Normal;83;65;74;72;38;66
567;77;Argentina;Major League Soccer;4;4;Normal;78;76;69;77;30;72
900;80;Japan;Bundesliga;3;3;Normal;53;51;76;72;81;69
11083;85;Spain;LaLiga Santander;3;3;Normal;81;47;78;81;82;80
767;77;Germany;Bundesliga;3;2;Normal;71;55;77;75;74;72
817;78;italy;Serie A TiM;3;2;CL;61;63;71;74;77;73
533;76;England;Premier League;2;4;Normal;58;55;64;68;74;76
13417;86;Germany;Bundesliga;3;4;Normal;72;69;86;84;79;78
22167;82;Brazil;Premier League;4;3;CL;85;80;72;86;39;71
2600;76;France;Croatia Liga;3;3;CL;69;50;68;65;74;78
967;77;italy;Serie A TiM;3;4;Normal;75;46;69;75;77;72
800;80;Spain;LaLiga Santander;4;3;Normal;60;78;85;80;45;59
1633;82;Spain;Premier League;4;5;Normal;75;77;77;83;43;56
817;78;Serbia;Liga NOS;2;3;CL;54;57;65;66;81;80
1033;77;Portugal;Liga NOS;2;3;Normal;58;37;59;54;79;74
155333;87;Brazil;Bundesliga;5;4;OTW;80;82;86;91;53;65
800;75;Uruguay;Belgium Pro League;2;3;Normal;71;42;60;63;74;72
453667;90;Holland;icons;3;3;icon;82;88;72;82;38;80
583333;87;England;icons;2;3;icon;82;44;58;55;87;87
7100;81;Brazil;LaLiga Santander;2;2;Normal;79;50;66;71;81;81
51833;82;United States;Premier League;4;4;OTW;91;74;75;85;39;61
163333;90;Poland;Bundesliga;4;4;iF;78;89;75;87;42;83
683;77;Turkey;Süper Lig;4;3;CL;75;73;75;76;55;67
583;79;Croatia;Serie A TiM;3;4;Normal;54;63;76;73;76;71
6000;76;Hungary;Bundesliga;3;3;Normal;40;76;61;70;40;77
600;77;France;Premier League;3;3;Normal;56;60;71;71;75;76
1000;78;France;Bundesliga;3;4;Normal;82;75;53;73;34;77
667;78;italy;Serie A TiM;3;3;Normal;58;72;75;75;74;76
1267;80;France;Ligue 1 Conforama;3;4;;64;73;76;80;75;62
1400;78;England;Premier League;3;2;Normal;71;61;70;77;77;69
617;76;France;Ligue 1 Conforama;2;3;Normal;64;55;72;70;75;77
567;78;Poland;League of Russia;3;3;Normal;65;57;71;69;75;80
800;79;Uruguay;LaLiga Santander;3;3;Normal;76;67;74;73;78;76
1000;75;Colombia;LiGA Bancomer MX;4;4;Normal;91;70;64;81;44;66
1800;79;Argentina;SAF;2;3;Normal;68;41;44;59;80;74
1017;78;Portugal;Liga NOS;2;2;CL;54;43;56;64;80;76
900;75;Colombia;LaLiga Santander;3;4;Normal;86;75;62;71;38;71
1900;82;Cameroon;Premier League;2;2;Normal;61;46;68;67;83;76
600;76;Argentina;SAF;3;3;Normal;44;59;70;68;77;72
750;75;Spain;LaLiga Santander;3;3;Normal;81;63;68;75;68;55
18500;82;Portugal;LaLiga Santander;4;3;CL;92;57;69;81;77;75
600;75;Norway;Hellas Liga;3;3;Normal;83;55;71;76;69;73
6400;83;Spain;Liga NOS;3;2;CL;85;63;79;84;77;71
12833;76;England;EFL League One;4;3;iF;90;74;69;77;45;60
500;75;Senegal;Ligue 1 Conforama;3;4;Normal;74;38;64;75;73;69
1117;76;Holland;Bundesliga;3;4;Normal;66;73;79;78;54;67
800;75;Brazil;Österreichische Fußball-Bundesliga;2;5;Normal;47;60;66;66;75;74
930667;87;Brazil;icons;5;4;icon;88;80;83;90;41;67
833;78;Brazil;LiGA Bancomer MX;3;3;Normal;72;64;75;75;73;72
1666667;88;Korea Republic;Premier League;4;5;UCL LiVE;89;87;82;88;43;71
600;75;italy;Serie A TiM;2;3;Normal;67;63;73;74;67;64
2633;82;Croatia;League of Russia;3;3;CL;58;49;65;68;81;82
4033;83;Senegal;Ligue 1 Conforama;3;3;CL;73;59;70;78;85;78
700;75;England;Premier League;3;3;Normal;75;70;73;75;36;55
700;78;italy;Serie A TiM;3;2;Normal;61;63;71;74;77;73
950;78;Angola;Serie A TiM;2;3;Normal;78;37;50;65;79;75
450;76;Cape Verde islands;Süper Lig;4;3;Normal;83;72;71;76;43;69
3300;76;Brazil;Liga NOS;4;3;CL;83;72;70;79;30;55
600;77;England;Premier League;3;4;Normal;70;63;75;78;66;69
850;78;Cameroon;Belgium Pro League;2;5;Normal;68;53;59;67;78;83
1000;78;France;Ligue 1 Conforama;3;3;Normal;72;76;67;74;34;79
1300;80;Denmark;LaLiga Santander;3;3;Normal;73;77;81;77;76;75
500;75;Guinea;Serie A TiM;3;3;Normal;64;54;73;77;72;73
967;75;Brazil;Liga NOS;4;3;Normal;81;67;71;79;40;60
9500;76;Colombia;Liga Dimayor;2;3;iF;82;68;70;81;38;54
650;75;France;Ligue 1 Conforama;3;3;Normal;65;57;67;71;72;81
1300;79;italy;Serie A TiM;3;3;Normal;78;66;72;74;76;74
600;75;Mexico;Major League Soccer;4;4;Normal;63;75;75;78;34;63
567;77;Holland;Premier League;4;3;Normal;62;70;73;76;67;75
9867;85;Uruguay;LaLiga Santander;2;3;CL;69;45;52;56;86;82
334667;88;italy;icons;2;3;icon;71;47;70;72;89;82
483;75;Ukraine;Ukraine Liga;4;3;;81;72;72;78;31;62
900;75;Brazil;Süper Lig;4;3;Normal;91;66;69;77;51;65
900;80;France;Bundesliga;2;3;Normal;59;59;67;66;83;79
700;76;Ecuador;LiGA Bancomer MX;3;3;Normal;92;65;70;76;53;74
900;79;Brazil;Premier League;3;3;Normal;77;76;68;73;38;88
490333;88;Argentina;icons;2;4;icon;83;61;85;82;87;80
1833;78;Austria;Bundesliga;4;3;Normal;64;78;74;73;40;71
1400;80;Portugal;Liga NOS;2;4;CL;64;38;50;60;81;83
23000;88;Germany;LaLiga Santander;3;5;Normal;45;80;90;81;70;69
1000;78;France;Bundesliga;2;4;Normal;63;55;67;71;79;76
1167;77;France;LaLiga Santander;2;3;CL;56;37;52;58;76;77
1033;78;France;Ligue 1 Conforama;2;4;Normal;59;37;57;56;78;76
23833;88;Spain;LaLiga Santander;2;3;CL;56;61;72;69;88;80
967;81;France;LaLiga Santander;3;4;Normal;85;79;74;77;43;67
700;75;iran;Premier League;4;4;Normal;79;73;69;79;42;70
617;76;Brazil;Ligue 1 Conforama;3;3;Normal;66;51;64;71;77;75
950;76;United States;Bundesliga;3;3;Normal;76;48;67;73;73;75
1367;75;Spain;LaLiga Santander;3;3;Normal;83;60;71;76;65;72
5333;83;Spain;LaLiga Santander;4;3;CL;90;80;74;81;44;70
822000;88;Brazil;icons;3;2;icon;90;81;86;79;83;85
500;75;Colombia;Scottish Premiership;3;4;Normal;80;70;62;72;41;81
12833;82;England;Premier League;3;3;iF;81;53;75;80;79;78
500;75;israel;Belgium Pro League;4;4;Normal;69;73;73;76;46;53
588333;88;England;icons;3;4;icon;91;86;66;87;31;62
1400;77;France;Bundesliga;2;3;CL;76;36;59;62;75;80
1000;78;Germany;Bundesliga;3;4;CL;60;39;74;75;74;78
3000;83;Argentina;Premier League;4;3;Normal;77;78;82;84;65;72
850;78;Spain;LaLiga Santander;3;4;Normal;72;46;69;72;79;76
11000;81;England;Premier League;4;3;iF;79;73;79;83;44;63
7900;77;Brazil;Bundesliga;4;2;CL;82;49;73;78;72;72
12917;82;Brazil;Premier League;4;4;CL;85;78;80;85;49;60
700;80;Chile;SAF;3;3;Normal;59;67;81;75;74;75
800;76;Germany;Serie A TiM;3;3;CL;79;65;72;74;72;77
271333;90;Germany;LaLiga Santander;3;5;Halloween;75;82;92;83;72;80
1367;80;Holland;Bundesliga;3;3;Normal;65;78;74;76;70;75
1600;75;South Africa;Belgium Pro League;4;4;CL;79;73;69;79;36;44
1033;76;United States;Bundesliga;3;3;CL;76;48;67;73;73;75
1100;79;Colombia;LaLiga Santander;3;3;CL;83;53;69;75;76;77
883;77;italy;Premier League;2;3;Normal;58;39;58;60;79;74
850;79;Colombia;Serie A TiM;2;3;Normal;75;40;59;64;79;80
1167;75;Greece;Bundesliga;2;3;Normal;68;35;59;57;75;71
1200;78;Holland;Bundesliga;2;2;Normal;67;39;59;63;78;77
15250;85;Greece;Serie A TiM;2;2;Normal;82;25;42;62;86;81
3300;83;France;Bundesliga;3;3;CL;69;77;79;78;76;79
1133;78;Denmark;Ligue 1 Conforama;2;3;Normal;60;40;54;56;78;79
367;76;Germany;League of Russia;3;4;Normal;75;78;72;78;43;68
600;77;Argentina;Major League Soccer;3;4;Normal;88;76;71;78;29;63
1967;83;Poland;Serie A TiM;4;3;Normal;69;85;64;76;39;74
500;75;Ghana;Belgium Pro League;3;3;Normal;74;63;74;78;69;77
900;75;Japan;Belgium Pro League;4;3;CL;90;66;69;75;59;71
750;75;Spain;LaLiga Santander;2;3;Normal;65;34;63;62;77;64
900;77;Germany;Bundesliga;3;4;Normal;82;65;75;82;54;59
4333;84;Chile;LaLiga Santander;3;4;Normal;67;79;80;79;85;86
667;76;Belgium;Belgium Pro League;4;3;Normal;82;68;70;82;26;55
338333;88;italy;icons;3;4;icon;82;88;70;80;41;84
6800;82;Brazil;LaLiga Santander;2;2;CL;71;49;69;65;83;81
14833;84;Serbia;Serie A TiM;3;3;iF;71;77;83;79;84;81
850;79;Spain;Serie A TiM;4;4;CL;48;69;84;82;66;60
3700;77;Switzerland;Bundesliga;3;3;Normal;91;51;69;73;72;82
700;81;israel;CSL;4;4;Normal;75;81;73;82;39;70
331333;87;Wales;icons;3;2;icon;91;78;84;87;40;60
750;75;England;Premier League;3;4;Normal;71;68;74;76;46;53
1746333;90;Scotland;icons;4;5;icon;87;90;79;89;42;71
12500;84;Algeria;Premier League;5;4;CL;84;78;79;89;38;59
700;77;Mexico;LiGA Bancomer MX;3;4;Normal;82;70;74;78;64;74
2700;82;Spain;LaLiga Santander;4;3;Normal;78;63;81;78;77;73
700;77;Russia;League of Russia;3;4;CL;76;73;74;77;28;62
13500;84;Cameroon;Serie A TiM;2;3;iF;73;48;67;74;85;77
733;76;Venezuela;LaLiga Santander;3;3;Normal;71;64;70;74;75;67
817;79;italy;Serie A TiM;4;3;Normal;71;73;79;81;66;68
583;75;Holland;Eredivisie;4;3;Normal;77;62;73;79;34;58
767;75;England;Premier League;2;3;Normal;32;40;48;49;76;65
1300;82;Mexico;LaLiga Santander;3;4;Normal;72;75;75;76;78;81
7633;85;Argentina;Serie A TiM;4;4;Normal;89;78;81;86;39;55
1933;77;Brazil;Serie A TiM;3;3;Normal;76;29;59;66;78;67
1200;77;Czech Republic;Bundesliga;2;3;Normal;64;52;58;64;76;78
1546333;89;Senegal;Premier League;4;4;UCL LiVE;95;84;80;89;45;76
44667;85;Argentina;Ligue 1 Conforama;3;4;OTW;75;84;61;77;36;69
2267;76;France;Serie A TiM;3;3;Normal;92;57;65;73;70;76
42083;81;Brazil;Serie A TiM;2;2;UEL LiVE;79;38;61;67;82;83
12167;86;Spain;LaLiga Santander;3;4;CL;41;80;88;79;70;69
126000;83;Côte d'ivoire;Premier League;4;3;OTW;91;81;75;85;33;67
6900;84;Algeria;Premier League;5;4;Normal;84;78;79;89;38;59
850;79;Belgium;Premier League;4;5;Normal;76;79;58;78;33;72
20250;87;Belgium;Premier League;2;3;CL;64;55;72;67;88;79
967;78;Ukraine;Ukraine Liga;3;4;Normal;79;77;55;74;27;66
900;78;italy;Serie A TiM;4;3;Normal;77;77;74;81;37;67
17917;87;Belgium;Premier League;2;3;Normal;64;55;72;67;88;79
1050;76;Brazil;Serie A TiM;4;4;Normal;72;75;72;74;40;67
6667;83;England;Premier League;3;4;CL;68;36;70;72;84;77
1500;78;Argentina;Liga NOS;3;4;Normal;66;68;68;73;80;80
342000;86;Argentina;icons;3;4;icon;70;80;85;81;74;79
4467;78;France;Serie A TiM;3;3;CL;85;63;73;78;74;75
1200;77;Argentina;Eredivisie;3;3;Normal;75;55;70;74;77;76
4333;82;Switzerland;Premier League;5;4;Normal;80;77;81;85;46;69
443000;88;Ukraine;icons;3;4;icon;84;89;73;85;35;75
950;76;Argentina;Liga NOS;4;3;Normal;92;65;68;84;50;51
500;76;italy;Serie A TiM;3;3;Normal;58;63;73;75;74;73
800;82;Holland;LaLiga Santander;2;3;Normal;56;79;71;70;51;78
750;76;Holland;Premier League;4;4;Normal;82;73;71;79;42;67
56833;87;Belgium;Serie A TiM;4;4;CL;88;83;80;90;35;53
5333;82;Argentina;Eredivisie;3;2;CL;81;57;72;76;80;81
17750;87;Brazil;Ligue 1 Conforama;2;3;CL;62;54;72;73;87;78
333;75;Sweden;Eredivisie;5;2;Normal;74;71;73;80;38;61
2000;82;England;Premier League;3;3;Normal;88;81;65;75;55;75
6300;83;Spain;Liga NOS;3;2;Normal;85;63;79;84;77;71
1233;79;Spain;Liga NOS;2;3;Normal;65;46;59;60;79;75
500;75;Brazil;Meiji Yasuda J1 League;4;2;Normal;67;76;66;76;36;77
124000;86;Germany;Premier League;4;3;Normal;95;81;79;86;38;70
49417;85;France;LaLiga Santander;2;4;Normal;75;45;68;66;86;80
25000;88;Spain;Premier League;4;2;CL;65;74;88;89;52;57
13417;86;Spain;LaLiga Santander;4;3;CL;71;77;83;90;59;60
800;77;England;Premier League;2;3;Normal;47;59;73;66;78;74
3900;82;Brazil;LaLiga Santander;2;2;Normal;71;49;69;65;83;81
750;75;Brazil;UAE Gulf League;3;4;Normal;82;75;66;77;29;66
817;78;England;Premier League;4;4;Normal;78;77;75;79;38;69
583;78;Denmark;Superliga;4;4;Normal;82;72;73;80;37;70
950;78;Germany;Bundesliga;3;3;Normal;67;62;71;73;76;77
583;77;Spain;LaLiga Santander;3;3;Normal;76;78;60;74;41;69
1500;78;France;Ligue 1 Conforama;4;4;CL;89;70;72;81;33;60
2000;75;Austria;Serie A TiM;4;3;Normal;84;70;76;80;69;67
11333;81;United States;Bundesliga;3;3;iF;73;74;74;79;80;86
617;76;Costa Rica;Major League Soccer;2;3;Normal;65;45;49;60;78;74
1800;75;italy;Calcio B;4;4;Normal;68;69;73;80;61;61
27833;86;France;LaLiga Santander;2;3;CL;69;63;69;70;86;82
850;75;italy;Serie A TiM;4;3;Normal;71;68;73;73;76;75
700;76;Holland;Süper Lig;3;2;Normal;60;64;68;70;74;85
7633;83;France;Premier League;3;3;Normal;78;69;79;79;80;76
23833;88;Germany;LaLiga Santander;3;5;CL;45;80;90;81;70;69
700;76;United States;Major League Soccer;3;4;Normal;70;76;61;69;32;81
484000;84;Brazil;LaLiga Santander;2;2;UCL LiVE;81;54;72;75;84;84
813333;89;italy;Serie A TiM;4;4;Halloween;91;87;87;93;37;70
800;77;England;Premier League;4;3;Normal;70;66;74;75;73;71
850;81;Brazil;LaLiga Santander;4;4;Normal;67;76;79;83;68;60
1300;76;Argentina;LaLiga Santander;4;3;Normal;81;72;72;77;40;58
5400;83;Belgium;CSL;4;4;Normal;90;80;75;86;39;64
633;75;France;LaLiga Santander;3;4;;52;61;68;69;75;75
933;77;Holland;Eredivisie;2;3;Normal;53;80;63;66;35;70
700;76;Argentina;SAF;4;4;Normal;92;70;67;80;45;63
1400;77;Congo DR;Süper Lig;2;2;Normal;73;37;50;52;76;84
800;75;Spain;LaLiga Santander;3;3;Normal;71;51;68;72;73;75
1200;81;Cameroon;Serie A TiM;2;3;Normal;70;44;64;70;82;74
1400;75;Argentina;Liga NOS;2;2;CL;66;38;53;49;76;74
3600;83;Spain;LaLiga Santander;2;3;Normal;48;41;61;64;86;72
1000;77;France;Ligue 1 Conforama;4;3;Normal;69;73;78;77;61;70
22000;85;Holland;LaLiga Santander;4;3;Normal;79;64;84;88;76;76
1300;81;France;Ligue 1 Conforama;4;3;CL;79;71;79;83;66;67
1433;75;Ukraine;Ukraine Liga;2;3;CL;65;44;51;51;75;79
500;75;Moldova;Serie A TiM;3;4;Normal;64;68;72;70;75;78
950;76;Brazil;Liga NOS;4;3;Normal;83;72;70;79;30;55
144333;88;Germany;Bundesliga;4;4;CL;85;88;84;87;45;66
567;75;Argentina;LaLiga Santander;2;3;;56;38;52;59;75;79
800;78;Nigeria;Süper Lig;4;4;Normal;77;69;74;80;73;70
750;75;England;Premier League;3;3;Normal;70;42;66;66;76;71
667;75;Argentina;LaLiga Santander;3;3;;54;75;54;71;39;75
1400;79;Brazil;Liga NOS;4;3;Normal;75;69;77;84;45;62
850;77;Spain;LaLiga Santander;2;4;Normal;59;56;71;67;75;76
1333;77;Russia;League of Russia;4;3;Normal;74;72;74;76;70;68
3800;81;Brazil;Eredivisie;5;3;CL;87;73;73;87;36;65
883;80;France;Süper Lig;2;3;CL;42;55;71;69;79;86
2033;80;Brazil;Liga NOS;3;5;Normal;63;74;77;79;76;83
27750;81;Algeria;Ligue 1 Conforama;4;5;iF;90;75;77;85;75;78
600;77;Argentina;LiGA Bancomer MX;3;4;Normal;76;74;68;74;43;78
950;75;Colombia;Liga NOS;4;4;Normal;92;68;65;77;32;67
197333;87;Germany;icons;3;4;icon;77;85;73;78;41;70
500;75;Zimbabwe;South African FL;4;4;Normal;86;76;65;79;47;64
1367;78;iceland;Bundesliga;3;4;Normal;66;81;62;74;33;69
1833;80;Albania;Serie A TiM;3;3;CL;79;51;68;75;78;74
583;77;Paraguay;SAF;4;2;Normal;81;71;73;76;44;70
883;80;Spain;LaLiga Santander;4;5;Normal;76;79;80;80;59;67
1111000;89;Côte d'ivoire;icons;4;4;icon;85;90;75;80;46;88
1300;80;Spain;LaLiga Santander;3;3;Normal;47;82;80;77;72;81
950;76;Sweden;Bundesliga;3;2;Normal;76;59;75;74;71;72
417000;88;Belgium;Serie A TiM;4;4;iF;89;85;82;91;36;54
700;78;Brazil;CSL;4;4;Normal;83;75;68;81;33;71
617;78;Argentina;SAF;3;3;Normal;57;64;72;69;76;77
606000;88;Holland;icons;3;5;icon;95;81;80;88;44;64
600;78;Argentina;Serie A TiM;4;3;Normal;75;73;78;82;35;63
800;77;Peru;League of Russia;4;3;CL;84;73;75;76;36;75
600;76;Colombia;Liga NOS;3;4;Normal;67;74;62;71;39;76
783;79;italy;Serie A TiM;3;3;Normal;74;61;76;72;79;75
1400;81;Hungary;Bundesliga;2;3;Normal;52;37;52;56;82;80
517;75;Argentina;LaLiga Santander;3;4;Normal;78;76;63;74;43;75
14167;83;Spain;Ligue 1 Conforama;4;4;OTW;75;76;82;84;57;57
1600;79;Portugal;Bundesliga;4;3;;77;75;63;78;43;75
1000;78;Brazil;Ligue 1 Conforama;2;2;Normal;51;49;58;56;77;87
16667;87;France;LaLiga Santander;4;4;Normal;76;82;80;86;39;77
3300;80;Argentina;Ligue 1 Conforama;4;4;CL;71;67;81;79;72;74
1200;80;israel;LaLiga Santander;4;4;Normal;75;78;65;77;32;72
1067;80;Croatia;LaLiga Santander;3;3;CL;77;55;74;75;79;77
500;79;China PR;CSL;4;4;;81;77;73;77;49;76
9300;84;France;Bundesliga;2;3;CL;81;54;70;71;83;82
5167;84;Holland;Ligue 1 Conforama;5;3;CL;87;80;81;83;32;78
6000;84;Croatia;Bundesliga;4;5;CL;84;80;78;82;62;77
2833;79;Spain;LaLiga Santander;2;3;Normal;53;45;55;49;80;79
500;77;Scotland;Premier League;3;3;Normal;61;65;72;72;74;80
800;76;Morocco;Ligue 1 Conforama;2;3;Normal;36;29;55;64;76;78
2333;77;Paraguay;LiGA Bancomer MX;2;3;Normal;63;52;53;57;77;78
1167;77;Slovakia;Bundesliga;4;4;Normal;69;75;73;80;55;62
1133;75;Brazil;Ligue 1 Conforama;3;3;Normal;69;57;68;70;73;74
550;75;Uruguay;Serie A TiM;3;3;Normal;57;58;67;69;72;69
800;78;Serbia;Serie A TiM;2;3;Normal;62;28;47;55;80;78
1200;76;Sweden;Bundesliga;3;3;Normal;70;62;74;74;74;70
783;76;italy;Serie A TiM;3;3;Normal;66;79;71;75;26;64
800;75;Argentina;SAF;2;3;Normal;57;35;55;60;76;75
2567;81;Brazil;Liga NOS;2;2;CL;55;42;54;54;82;79
733;78;England;Premier League;2;3;Normal;53;34;55;61;78;75
1000;76;United States;Bundesliga;3;4;Normal;76;66;73;75;68;66
550;76;Spain;LaLiga Santander;3;4;Normal;57;77;71;72;43;68
5467;84;Germany;Bundesliga;3;4;Normal;81;77;80;81;75;79
8033;85;Spain;LaLiga Santander;3;3;Normal;78;84;77;85;35;64
1000;80;Côte d'ivoire;Premier League;3;3;Normal;76;42;58;63;79;80
2133;82;Guinea;Premier League;4;4;CL;71;73;76;88;65;66
252000;86;Japan;icons;4;4;icon;82;81;85;85;64;66
1900;80;Germany;Bundesliga;3;3;CL;61;47;75;76;78;66
1267;81;England;Premier League;3;4;CL;61;70;82;78;77;78
650;77;England;Premier League;2;3;Normal;31;78;61;68;42;72
13417;82;France;Ligue 1 Conforama;2;2;iF;52;56;63;61;83;87
16750;87;Spain;Bundesliga;5;3;Normal;69;74;85;90;69;63
817;75;Côte d'ivoire;Serie A TiM;3;4;Normal;84;71;61;75;40;70
733;79;Côte d'ivoire;Premier League;3;3;Normal;80;57;73;74;78;83
1667;76;Portugal;Liga NOS;3;3;CL;79;70;73;76;71;77
583;75;Croatia;EFL Championship;4;4;Normal;67;69;73;77;60;62
6600;84;Germany;Bundesliga;3;4;CL;81;77;80;81;75;79
1100;75;Germany;Bundesliga;2;2;Normal;67;59;72;71;74;75
483;78;Spain;LaLiga Santander;3;4;Normal;35;69;74;69;77;79
750;75;Spain;LaLiga Santander;3;3;Normal;70;35;63;69;74;65
1533;80;Russia;League of Russia;4;4;CL;86;81;70;76;32;73
1367;76;France;Ligue 1 Conforama;4;3;CL;82;76;73;75;34;64
700;80;Spain;LaLiga Santander;3;4;Normal;39;83;67;70;41;70
800;81;Spain;Premier League;4;3;Normal;67;76;79;80;71;68
650;75;Jamaica;Premier League;2;3;Normal;55;34;57;62;76;70
800;79;Spain;LaLiga Santander;3;4;Normal;64;73;79;72;80;82
179000;88;Sweden;Major League Soccer;5;4;Halloween;85;90;80;88;36;80
883;76;Germany;EFL Championship;2;3;Normal;63;32;57;56;77;75
1067;78;Germany;Bundesliga;4;3;Normal;73;67;76;82;54;64
800;75;Paraguay;Major League Soccer;4;4;Normal;92;74;64;79;45;63
783;80;Belgium;Belgium Pro League;4;5;Normal;48;76;81;77;65;73
58667;84;England;Premier League;2;2;Normal;91;63;76;77;81;81
700;77;Uruguay;Serie A TiM;3;3;Normal;77;67;68;76;76;83
11083;75;Senegal;Domino’s Ligue 2;2;2;iF;79;76;69;75;34;64
467;75;Germany;Meiji Yasuda J1 League;4;3;Normal;70;79;74;75;46;77
1067;75;italy;Serie A TiM;3;3;CL;68;55;65;71;78;70
13917;86;Slovakia;Serie A TiM;2;4;Normal;69;41;59;66;87;82
600;78;Cameroon;Liga NOS;4;3;Normal;74;77;70;78;36;79
23500;88;Spain;LaLiga Santander;2;3;Normal;56;61;72;69;88;80
3367;83;italy;Serie A TiM;4;4;Normal;69;89;75;80;30;65
800;75;France;Ligue 1 Conforama;2;3;Normal;45;33;53;49;76;72
38000;89;Poland;Bundesliga;4;4;CL;77;87;74;85;41;82
8333;85;Uruguay;LaLiga Santander;2;3;Normal;69;45;52;56;86;82
667;75;Spain;Liga NOS;4;4;;80;71;72;78;25;62
1867;80;Argentina;Premier League;4;2;Normal;75;77;79;82;51;72
939000;89;England;icons;3;3;icon;80;86;88;84;75;80
4433;84;Portugal;Liga NOS;3;4;Normal;77;77;84;81;63;68
52333;85;France;LaLiga Santander;2;4;CL;75;45;68;66;86;80
800;75;United States;Major League Soccer;2;3;Normal;75;40;56;63;73;81
