avg price;overall_rating;club;nation;league;position;skills;weakfoot;foot;origin;pac;sho;pas;dri;def;phy
500;77;FC Red Bull Salzburg;Austria;Österreichische Fußball-Bundesliga;CM;3;4;Right;N\A;71;73;78;81;65;73
900;77;KAA Gent;Belgium;Belgium Pro League;CM;3;4;Right;N\A;56;73;76;74;69;79
600;77;Everton;France;Premier League;CDM;3;3;Right;N\A;56;60;71;71;75;76
2367;77;LOSC Lille;France;Ligue 1 Conforama;ST;4;3;Right;N\A;74;77;66;73;37;68
1200;77;FC Augsburg;Czech Republic;Bundesliga;CB;2;3;Right;N\A;64;52;58;64;76;78
900;77;Udinese;France;Serie A TiM;CB;2;3;Right;N\A;57;33;38;55;79;79
2333;77;Cruz Azul;Paraguay;LiGA Bancomer MX;CB;2;3;Right;N\A;63;52;53;57;77;78
800;77;Everton;England;Premier League;LB;3;3;Left;N\A;69;70;76;79;73;74
833;76;1. FC Köln;Germany;Bundesliga;ST;3;4;Right;N\A;56;78;55;67;38;77
883;77;West Ham United;italy;Premier League;CB;2;3;Left;N\A;58;39;58;60;79;74
1100;77;Borussia Mönchengladbach;Guinea;Bundesliga;RM;4;4;Left;N\A;82;70;74;83;44;49
800;77;Chongqing Lifan FC;Brazil;CSL;ST;3;3;Right;N\A;73;76;64;70;34;74
700;77;Shanghai Greenland Shenhua FC;Nigeria;CSL;ST;4;3;Right;N\A;84;72;56;78;36;79
700;76;Levante UD;Spain;LaLiga Santander;CM;4;2;Left;N\A;69;76;77;80;54;69
683;77;Watford;Holland;Premier League;RB;3;3;Right;N\A;67;65;73;75;75;74
1700;77;Bayer 04 Leverkusen;Austria;Bundesliga;CB;2;4;Right;N\A;65;51;60;65;77;75
600;77;Burnley;England;Premier League;CM;3;3;Right;N\A;60;60;79;74;74;76
700;77;RCD Espanyol;Spain;LaLiga Santander;CM;3;3;Right;N\A;55;63;77;74;75;66
333;77;Torino;Venezuela;Serie A TiM;CM;3;3;Right;N\A;68;59;71;76;76;80
500;77;Tianjin TEDA FC;Brazil;CSL;ST;4;5;Right;N\A;79;76;63;74;40;76
767;77;Hertha BSC;Germany;Bundesliga;LB;3;2;Left;N\A;71;55;77;75;74;72
1000;77;VfL Wolfsburg;Turkey;Bundesliga;LM;4;4;Right;N\A;71;68;76;80;33;57
633;77;Colón de Santa Fe;Argentina;SAF;ST;4;4;Right;N\A;67;79;73;80;27;66
667;77;Everton;Turkey;Premier League;ST;3;4;Right;N\A;71;77;66;73;36;73
1933;77;FC Schalke 04;Austria;Bundesliga;ST;3;5;Right;N\A;67;76;66;72;38;84
767;75;Girona FC;Spain;LaLiga 1 i 2 i 3;LM;3;3;Right;N\A;79;70;73;75;58;65
583;76;Brighton & Hove Albion;Australia;Premier League;CM;3;3;Right;N\A;59;69;77;73;69;74
800;77;Real Betis;Spain;LaLiga Santander;LW;3;3;Right;N\A;74;77;67;78;30;53
333;76;Monterrey;Paraguay;LiGA Bancomer MX;CDM;3;3;Left;N\A;67;57;66;73;74;77
600;77;D. Alaves;Spain;LaLiga Santander;CM;3;3;Right;N\A;49;66;72;74;72;71
633;77;Levante UD;Spain;LaLiga Santander;ST;3;4;Right;N\A;77;78;64;78;43;69
717;77;Southampton;England;Premier League;LM;4;3;Right;N\A;84;71;71;81;27;52
533;77;Vitória Guimarães;Portugal;Liga NOS;CM;3;4;Right;N\A;69;71;76;78;71;68
833;77;Villarreal CF;Argentina;LaLiga Santander;CB;2;3;Left;N\A;62;50;64;66;76;76
583;77;Chelsea;Holland;Premier League;CM;3;4;Right;N\A;64;77;77;75;70;70
500;76;Feyenoord;Denmark;Eredivisie;ST;3;3;Right;N\A;71;76;70;73;39;76
850;77;SD Eibar;Spain;LaLiga Santander;CB;2;4;Right;N\A;59;56;71;67;75;76
900;77;Getafe CF;Spain;LaLiga Santander;CB;2;3;Right;N\A;32;33;51;50;77;79
767;77;Napoli;italy;Serie A TiM;CB;2;3;Right;N\A;64;31;44;60;79;71
3000;77;Paris Saint-Germain;France;Ligue 1 Conforama;LB;4;3;Left;N\A;73;68;75;77;74;73
1167;77;TSG 1899 Hoffenheim;Bosnia and Herzegovina;Bundesliga;CB;2;3;Right;N\A;57;37;50;48;78;78
767;77;Valencia CF;italy;LaLiga Santander;RB;3;2;Right;N\A;77;42;66;73;76;76
1667;77;VfL Wolfsburg;Germany;Bundesliga;CB;2;4;Right;N\A;48;41;52;51;79;71
667;77;RSC Anderlecht;France;Belgium Pro League;CM;4;2;Left;N\A;73;67;76;76;67;75
800;77;Fortuna Düsseldorf;Austria;Bundesliga;CAM;3;3;Left;N\A;69;67;77;78;40;62
483;77;Shenzhen FC;Norway;CSL;CDM;3;3;Left;N\A;66;60;75;73;72;72
1600;77;Sporting CP;FYR Macedonia;Liga NOS;RB;3;3;Right;N\A;89;61;68;74;74;79
500;76;FC Dynamo Kyiv;Ukraine;Ukraine Liga;CM;3;3;Right;N\A;63;72;74;71;71;77
500;77;Aston Villa;England;Premier League;CAM;4;3;Right;N\A;75;66;74;80;41;59
2000;77;Bayer 04 Leverkusen;Germany;Bundesliga;RB;4;4;Right;N\A;80;62;75;83;72;68
1500;77;Olympique Lyonnais;Brazil;Ligue 1 Conforama;LB;3;3;Left;N\A;77;57;71;73;76;75
1467;79;Ajax;Holland;Eredivisie;CB;2;4;Right;N\A;66;49;66;69;79;78
1100;77;Manchester United;Brazil;Premier League;CM;4;4;Right;N\A;73;74;78;78;66;69
767;77;Valencia CF;Spain;LaLiga Santander;ST;3;4;Right;N\A;81;76;63;76;41;67
700;77;Monterrey;Mexico;LiGA Bancomer MX;CAM;3;4;Right;N\A;82;70;74;78;64;74
800;77;Southampton;Morocco;Premier League;LM;4;4;Right;N\A;78;67;71;86;27;52
1367;77;FC Augsburg;Germany;Bundesliga;LB;3;3;Left;N\A;81;52;77;75;70;72
683;77;RC Celta;Denmark;LaLiga Santander;LW;4;4;Right;N\A;80;75;72;81;47;63
6233;77;Club Brugge KV;Belgium;Belgium Pro League;CB;2;4;Right;N\A;63;35;47;57;81;75
850;77;RC Strasbourg Alsace;France;Ligue 1 Conforama;CB;2;3;Right;N\A;76;40;64;69;76;80
800;77;VfL Wolfsburg;Germany;Bundesliga;CM;3;3;Left;N\A;71;67;74;76;73;75
833;77;Real Sociedad;Spain;LaLiga Santander;CB;2;3;Right;N\A;60;40;62;65;76;73
500;76;PSV;Holland;Eredivisie;CDM;2;2;Left;N\A;68;59;67;71;73;77
2500;77;Tigres U.A.N.L.;Mexico;LiGA Bancomer MX;CB;2;3;Right;N\A;65;31;52;63;77;78
700;77;Tianjin TEDA FC;Ghana;CSL;ST;4;3;Left;N\A;94;76;67;79;51;75
1467;77;FC Schalke 04;Algeria;Bundesliga;CM;4;2;Left;N\A;65;71;75;79;67;74
950;77;RCD Espanyol;Argentina;LaLiga Santander;ST;3;3;Right;N\A;65;76;59;75;31;68
1200;75;Girona FC;Colombia;LaLiga 1 i 2 i 3;LWB;3;2;Left;N\A;90;65;72;74;69;72
1267;78;Buenos Aires;Colombia;SAF;LB;3;3;Left;N\A;89;60;70;79;72;79
2033;77;Núñez;Argentina;SAF;LB;3;4;Right;N\A;86;68;71;77;71;78
1000;78;Levante UD;Portugal;LaLiga Santander;CB;2;2;Right;N\A;75;54;63;63;79;75
750;77;SPAL;italy;Serie A TiM;ST;3;3;Left;N\A;62;74;68;75;40;81
800;77;SC Braga;Portugal;Liga NOS;ST;3;4;Left;N\A;67;76;63;73;44;79
1333;77;SD Eibar;Argentina;LaLiga Santander;CDM;3;3;Right;N\A;68;67;70;69;75;76
750;78;Angers SCO;France;Ligue 1 Conforama;CDM;3;2;Right;N\A;64;63;73;76;75;73
600;76;Rayo Vallecano;Spain;LaLiga 1 i 2 i 3;RM;3;3;Right;N\A;79;69;75;75;47;65
733;77;Southampton;Poland;Premier League;CB;2;3;Right;N\A;62;22;52;56;78;74
500;77;Núñez;Colombia;SAF;ST;4;3;Right;N\A;79;75;69;77;41;74
1367;77;FC Schalke 04;Austria;Bundesliga;RM;3;4;Right;N\A;76;71;70;79;58;70
700;77;Everton;England;Premier League;ST;3;3;Right;N\A;84;70;63;75;38;79
1167;77;Hertha BSC;Slovakia;Bundesliga;CAM;4;4;Right;N\A;69;75;73;80;55;62
2300;77;1. FC Köln;Spain;Bundesliga;CB;2;3;Right;N\A;68;30;54;65;78;73
550;77;R. Valladolid CF;Turkey;LaLiga Santander;ST;3;3;Right;N\A;72;77;64;75;36;78
500;77;Atalanta;Croatia;Serie A TiM;CM;4;4;Right;N\A;59;71;74;76;67;76
1067;75;Girona FC;Spain;LaLiga 1 i 2 i 3;CM;3;4;Left;N\A;61;72;77;71;65;67
783;77;Lazio;Montenegro;Serie A TiM;RM;3;4;Right;N\A;87;71;72;75;72;76
700;77;Dalian Yifang FC;Ghana;CSL;ST;3;4;Right;N\A;91;74;58;78;39;75
700;77;Udinese;italy;Serie A TiM;ST;3;3;Left;N\A;90;74;60;77;29;63
850;77;Torino;Spain;Serie A TiM;LM;3;3;Right;N\A;79;68;72;78;63;66
867;77;RB Leipzig;Austria;Bundesliga;CM;3;3;Right;N\A;83;65;73;77;73;73
567;77;Club America;Argentina;LiGA Bancomer MX;CDM;2;4;Right;N\A;50;52;66;64;77;79
1300;77;RB Leipzig;France;Bundesliga;CB;3;3;Right;N\A;77;42;68;72;76;76
1033;77;Real Sociedad;Spain;LaLiga Santander;CB;2;3;Right;N\A;66;33;58;60;75;74
967;77;Sampdoria;Gambia;Serie A TiM;CB;2;3;Left;N\A;67;31;52;54;75;83
1100;78;Manchester City;Ukraine;Premier League;LB;3;3;Left;N\A;71;66;80;79;77;66
733;77;RCD Espanyol;Argentina;LaLiga Santander;LW;4;4;Right;N\A;90;70;72;82;42;67
1333;77;RB Leipzig;France;Bundesliga;CB;2;3;Right;N\A;76;36;59;62;75;80
700;77;R. Valladolid CF;Spain;LaLiga Santander;ST;3;3;Left;N\A;76;77;62;76;30;77
900;77;Athletic Club;Spain;LaLiga Santander;LW;4;3;Left;N\A;83;71;71;81;64;70
600;77;inter;italy;Serie A TiM;CM;3;4;Right;N\A;59;58;79;76;65;66
683;77;Valencia CF;France;LaLiga Santander;CB;2;3;Right;N\A;56;37;52;58;76;77
700;78;LOSC Lille;Turkey;Ligue 1 Conforama;CAM;4;4;Left;N\A;75;74;78;81;47;74
500;77;Getafe CF;Uruguay;LaLiga Santander;CDM;3;3;Right;N\A;37;57;70;71;76;70
900;78;West Ham United;England;Premier League;CDM;2;3;Right;N\A;62;37;64;68;77;77
950;77;KRC Genk;Denmark;Belgium Pro League;RB;3;3;Right;N\A;91;56;68;74;71;80
500;77;PSV;Holland;Eredivisie;CDM;3;3;Right;N\A;71;64;68;72;74;80
1000;77;RC Celta;Spain;LaLiga Santander;RM;4;3;Left;N\A;74;75;75;77;50;63
500;77;Udinese;Czech Republic;Serie A TiM;CM;4;3;Left;N\A;64;73;76;76;52;71
700;77;Racing Club;Paraguay;SAF;CM;4;3;Left;N\A;81;78;76;80;63;70
700;78;Levante UD;FYR Macedonia;LaLiga Santander;CM;4;4;Right;N\A;72;81;78;80;63;56
717;77;Real Madrid;Uruguay;LaLiga Santander;CM;3;3;Right;N\A;68;69;73;73;66;67
1200;77;Ajax;Argentina;Eredivisie;CB;3;3;Left;N\A;75;55;70;74;77;76
1600;77;OGC Nice;Algeria;Ligue 1 Conforama;RB;4;5;Right;N\A;88;68;72;82;71;73
967;78;Shakhtar Donetsk;Ukraine;Ukraine Liga;ST;3;4;Right;N\A;79;77;55;74;27;66
500;77;SL Benfica;Portugal;Liga NOS;CAM;3;3;Right;N\A;72;70;76;79;57;51
500;77;KRC Genk;Slovakia;Belgium Pro League;CM;3;3;Right;N\A;71;68;76;76;70;68
750;77;Sevilla FC;Spain;LaLiga Santander;LB;2;3;Left;N\A;78;50;71;73;75;69
1767;77;Atletico Madrid;Brazil;LaLiga Santander;LB;4;3;Left;N\A;84;66;75;79;72;73
950;77;FC Augsburg;Germany;Bundesliga;CDM;3;3;Right;N\A;43;55;77;76;72;69
2467;78;Trabzonspor;Argentina;Süper Lig;CM;4;4;Right;N\A;69;69;81;80;63;65
600;77;Burnley;England;Premier League;CM;3;4;Right;N\A;59;66;76;75;71;68
2667;78;Olympique Lyonnais;Brazil;Ligue 1 Conforama;RB;4;3;Right;N\A;79;60;74;79;75;78
1017;79;SD Eibar;Spain;LaLiga Santander;LB;3;3;Left;N\A;69;54;75;74;79;69
1200;78;Athletic Club;Spain;LaLiga Santander;RB;4;3;Right;N\A;82;62;72;75;71;78
1400;78;Liverpool;England;Premier League;RB;3;2;Right;N\A;71;61;70;77;77;69
1000;78;West Ham United;England;Premier League;RM;4;3;Right;N\A;85;72;73;78;56;82
750;78;Brighton & Hove Albion;Germany;Premier League;CM;4;4;Right;N\A;58;72;82;74;60;72
2000;78;VfL Wolfsburg;Germany;Bundesliga;ST;3;4;Right;N\A;76;77;51;68;38;79
2167;79;SD Eibar;Chile;LaLiga Santander;RM;4;4;Right;N\A;72;75;78;80;40;45
1733;79;Getafe CF;Uruguay;LaLiga Santander;CB;2;3;Left;N\A;58;31;58;58;79;80
767;78;Valencia CF;Spain;LaLiga Santander;LB;3;3;Left;N\A;76;61;71;73;78;71
667;78;RC Celta;Spain;LaLiga Santander;RB;3;3;Right;N\A;68;39;69;73;75;74
817;78;Crystal Palace;England;Premier League;RM;4;4;Left;N\A;78;77;75;79;38;69
1567;78;Fulham;Scotland;EFL Championship;CAM;4;1;Left;N\A;63;72;77;78;60;64
1367;78;FC Augsburg;iceland;Bundesliga;ST;3;4;Right;N\A;66;81;62;74;33;69
1367;78;FC Porto;Portugal;Liga NOS;CM;3;3;Right;N\A;58;76;79;76;67;66
600;78;FC Porto;Cameroon;Liga NOS;ST;4;3;Right;N\A;74;77;70;78;36;79
1833;78;FC Augsburg;Austria;Bundesliga;CAM;4;3;Left;N\A;64;78;74;73;40;71
950;78;Sevilla FC;Spain;LaLiga Santander;LM;4;3;Right;N\A;68;77;76;78;45;64
783;78;Brighton & Hove Albion;England;Premier League;CB;2;3;Right;N\A;46;40;55;61;78;77
1033;78;LOSC Lille;France;Ligue 1 Conforama;CB;2;3;Right;N\A;60;37;56;55;76;83
2167;78;Montpellier Herault SC;Portugal;Ligue 1 Conforama;CB;2;3;Right;N\A;63;36;50;62;80;79
1200;78;Wolverhampton Wanderers;Republic of ireland;Premier League;RWB;3;4;Right;N\A;74;63;71;73;74;78
1900;78;RCD Espanyol;Spain;LaLiga Santander;CB;2;3;Right;N\A;54;60;67;66;78;78
650;78;Roma;France;Serie A TiM;CM;3;3;Right;N\A;63;71;78;77;71;69
1000;78;Manchester United;Argentina;Premier League;CB;3;2;Left;N\A;67;59;68;65;76;76
700;78;Atalanta;Switzerland;Serie A TiM;CM;4;3;Right;N\A;66;69;75;75;70;69
800;78;RCD Espanyol;Brazil;LaLiga Santander;CB;2;3;Right;N\A;39;38;49;52;80;74
850;78;Southampton;Denmark;Premier League;CB;2;4;Right;N\A;34;49;61;49;80;77
2133;78;Olympique de Marseille;Spain;Ligue 1 Conforama;CB;2;3;Right;N\A;71;33;55;58;77;78
583;78;FC København;Denmark;Superliga;LM;4;4;Right;N\A;82;72;73;80;37;70
1200;78;Hertha BSC;Holland;Bundesliga;CB;2;2;Left;N\A;67;39;59;63;78;77
700;78;RC Celta;Turkey;LaLiga Santander;CDM;3;4;Right;N\A;68;70;73;73;75;84
817;78;Torino;France;Serie A TiM;CM;3;3;Right;N\A;66;61;74;77;75;83
917;78;Real Betis;Morocco;LaLiga Santander;CB;2;2;Left;N\A;54;50;62;59;78;75
583;77;Levante UD;Spain;LaLiga Santander;ST;3;3;Right;N\A;76;78;60;74;41;69
750;78;Tigres U.A.N.L.;Argentina;LiGA Bancomer MX;CDM;3;3;Right;N\A;50;63;71;69;76;84
800;78;Atalanta;Holland;Serie A TiM;CM;3;3;Right;N\A;65;68;72;73;79;79
2200;78;FC Schalke 04;Spain;Bundesliga;CDM;3;5;Right;N\A;63;61;72;76;74;76
900;78;Sassuolo;italy;Serie A TiM;RW;4;3;Left;N\A;77;77;74;81;37;67
600;78;Norwich City;France;Premier League;CDM;3;3;Right;N\A;71;55;66;71;76;81
750;78;Crystal Palace;Germany;Premier League;CM;4;4;Right;N\A;67;62;79;83;65;65
950;78;Hertha BSC;Germany;Bundesliga;ST;3;3;Right;N\A;76;76;53;72;43;76
500;78;Fiorentina;Chile;Serie A TiM;CDM;3;3;Right;N\A;64;61;75;74;76;78
667;79;Chelsea;England;Premier League;CM;4;3;Right;N\A;70;67;76;80;62;79
700;78;Leicester City;Spain;Premier League;CF;4;4;Right;N\A;76;75;67;81;54;66
2600;78;Fulham;Serbia;EFL Championship;ST;3;4;Right;N\A;62;77;55;70;27;83
800;78;Núñez;Argentina;SAF;CM;4;2;Left;N\A;74;72;78;79;65;71
1367;78;Athletic Club;Spain;LaLiga Santander;RB;3;3;Right;N\A;82;63;69;76;73;83
950;78;Lazio;Angola;Serie A TiM;CB;2;3;Right;N\A;78;37;50;65;79;75
1733;78;Borussia Dortmund;Germany;Bundesliga;CM;4;4;Right;N\A;73;66;75;82;64;68
1000;78;AS Monaco Football Club SA;Chile;Ligue 1 Conforama;CB;2;2;Right;N\A;40;33;48;48;78;79
1367;78;Everton;Colombia;Premier League;CB;2;3;Right;N\A;51;54;55;57;78;80
1200;78;Borussia Mönchengladbach;Switzerland;Bundesliga;CB;3;3;Right;N\A;71;34;62;69;78;75
1300;79;LA Galaxy;Argentina;Major League Soccer;RW;4;3;Right;N\A;91;76;75;78;49;74
767;78;Sevilla FC;Spain;LaLiga Santander;CM;4;4;Right;N\A;63;74;78;75;67;67
1333;78;LOSC Lille;France;Ligue 1 Conforama;LM;4;3;Right;N\A;89;75;69;82;36;62
1067;78;Bayer 04 Leverkusen;Germany;Bundesliga;CAM;4;3;Right;N\A;73;67;76;82;54;64
650;77;Aston Villa;Egypt;Premier League;LW;4;5;Right;N\A;84;74;73;79;35;65
3833;78;Borussia Mönchengladbach;Switzerland;Bundesliga;CM;3;3;Right;N\A;82;63;75;75;79;82
900;78;West Ham United;France;Premier League;CB;2;3;Right;N\A;67;36;52;56;79;79
1100;78;AS Monaco Football Club SA;Nigeria;Ligue 1 Conforama;LM;4;4;Right;N\A;90;74;67;81;34;56
1467;78;Borussia Mönchengladbach;Germany;Bundesliga;CM;3;3;Right;N\A;70;66;75;79;64;67
1100;78;Watford;Senegal;Premier League;RM;4;2;Right;N\A;94;77;68;80;22;64
533;79;TSG 1899 Hoffenheim;Mali;Bundesliga;CDM;3;3;Right;N\A;73;49;69;73;77;77
1000;78;Racing Club;Argentina;SAF;CAM;4;3;Right;N\A;87;66;74;83;63;62
3000;78;1. FSV Mainz 05;Spain;Bundesliga;LB;3;3;Left;N\A;72;47;73;76;77;65
1000;78;1. FSV Mainz 05;France;Bundesliga;ST;3;4;Right;N\A;82;75;53;73;34;77
667;78;Getafe CF;Serbia;LaLiga Santander;CM;3;3;Right;N\A;62;67;74;72;76;74
850;78;RCD Espanyol;Spain;LaLiga Santander;CB;3;4;Right;N\A;72;46;69;72;79;76
1200;78;SL Benfica;Portugal;Liga NOS;CB;2;2;Right;N\A;54;43;56;64;80;76
867;79;Vissel Kobe;Spain;Meiji Yasuda J1 League;ST;4;4;Right;N\A;65;81;74;80;34;67
983;79;Hertha BSC;Côte d'ivoire;Bundesliga;LM;4;3;Right;N\A;65;78;74;85;43;59
883;79;OGC Nice;Brazil;Ligue 1 Conforama;CB;2;4;Left;N\A;36;52;67;64;80;76
1867;79;AS Saint-etienne;France;Ligue 1 Conforama;RB;3;3;Right;N\A;69;67;73;75;78;73
850;79;inter;Spain;Serie A TiM;CAM;4;4;Right;N\A;48;69;84;82;66;60
700;79;Portland Timbers;Argentina;Major League Soccer;CAM;3;3;Right;N\A;58;79;78;80;41;66
950;79;SV Werder Bremen;Finland;Bundesliga;CB;3;5;Left;N\A;50;49;69;71;80;71
1233;79;FC Porto;Spain;Liga NOS;CB;2;3;Left;N\A;65;46;59;60;79;75
583;79;Beijing Renhe;Argentina;CSL;CM;4;3;Right;N\A;68;70;76;78;71;74
833;79;Getafe CF;Spain;LaLiga Santander;ST;3;3;Right;N\A;74;79;61;79;34;64
767;79;RCD Espanyol;Spain;LaLiga Santander;CM;4;4;Right;N\A;47;74;81;75;67;67
700;79;Jiangsu Suning FC;italy;CSL;ST;4;4;Right;N\A;86;78;73;82;29;65
633;79;Club Brugge KV;Holland;Belgium Pro League;CM;3;4;Right;N\A;60;74;79;70;75;79
900;79;Everton;Republic of ireland;Premier League;RB;3;3;Right;N\A;74;65;73;77;79;71
1600;79;Liverpool;England;Premier League;CM;4;5;Right;N\A;67;71;79;82;62;65
983;79;1. FC Köln;France;Bundesliga;ST;3;3;Right;N\A;74;78;63;72;35;80
583;79;Athletic Club;Spain;LaLiga Santander;LB;3;3;Left;N\A;80;64;71;74;78;81
4033;79;Galatasaray SK;Brazil;Süper Lig;RB;3;3;Right;N\A;82;64;75;76;71;76
1333;79;SV Werder Bremen;Turkey;Bundesliga;CB;2;4;Right;N\A;71;37;62;67;80;74
1367;79;Jiangsu Suning FC;Brazil;CSL;ST;4;4;Right;N\A;92;76;73;82;42;72
1100;79;R. Zaragoza;Japan;LaLiga 1 i 2 i 3;CAM;4;4;Right;N\A;62;67;75;84;54;45
933;79;Al Nassr;Brazil;Saudi Professional League;CB;2;3;Right;N\A;53;55;66;55;79;83
667;79;SD Eibar;Spain;LaLiga Santander;ST;3;4;Right;N\A;61;79;63;75;38;73
867;79;Sevilla FC;Spain;LaLiga Santander;LB;3;2;Left;N\A;72;63;74;71;79;72
1200;79;Villarreal CF;Spain;LaLiga Santander;RB;3;3;Right;N\A;74;70;71;72;79;76
500;79;SL Benfica;Switzerland;Liga NOS;ST;3;2;Left;N\A;71;77;67;72;47;86
833;79;Fiorentina;Argentina;Serie A TiM;CB;2;3;Right;N\A;56;49;47;57;80;76
2833;79;D. Alaves;Spain;LaLiga Santander;CB;2;3;Right;N\A;53;45;55;49;80;79
1867;79;TSG 1899 Hoffenheim;Algeria;Bundesliga;ST;3;2;Right;N\A;71;77;69;78;36;81
1000;79;West Ham United;Ukraine;Premier League;RM;4;2;Left;N\A;68;80;78;81;42;70
867;79;AS Saint-etienne;Tunisia;Ligue 1 Conforama;ST;4;4;Right;N\A;76;80;77;79;43;68
700;79;Núñez;Argentina;SAF;CDM;3;4;Right;N\A;67;71;76;75;75;78
1200;79;FC Schalke 04;italy;Bundesliga;RWB;3;4;Right;N\A;74;74;77;78;72;76
1000;78;FC Schalke 04;France;Bundesliga;CB;2;4;Right;N\A;63;55;67;71;79;76
4133;79;Piemonte Calcio;Brazil;Serie A TiM;RB;3;4;Right;N\A;71;70;74;74;78;76
800;79;FC Nantes;France;Ligue 1 Conforama;CB;2;2;Left;N\A;49;53;60;57;79;84
817;79;Atletico Madrid;Spain;LaLiga Santander;LM;3;4;Right;N\A;76;76;76;79;41;75
583;79;Fiorentina;Croatia;Serie A TiM;CDM;3;4;Right;N\A;54;63;76;73;76;71
1300;78;FC Augsburg;Holland;Bundesliga;CB;2;3;Right;N\A;69;58;66;64;80;75
950;78;RB Leipzig;Germany;Bundesliga;CDM;3;4;Right;N\A;60;39;74;75;74;78
850;79;Wolverhampton Wanderers;France;Premier League;CB;2;4;Right;N\A;64;35;62;62;78;82
800;79;Getafe CF;Uruguay;LaLiga Santander;RB;3;3;Right;N\A;76;67;74;73;78;76
2600;79;VfL Wolfsburg;United States;Bundesliga;CB;2;3;Left;N\A;71;39;58;65;80;75
1200;79;Atletico Madrid;Colombia;LaLiga Santander;RB;3;3;Right;N\A;83;53;69;75;76;77
383;79;CD Leganes;Spain;LaLiga Santander;CDM;3;3;Right;N\A;71;61;74;78;71;77
1300;79;Napoli;Portugal;Serie A TiM;LB;3;3;Left;N\A;83;49;73;79;73;67
700;79;Southampton;England;Premier League;CM;3;3;Right;N\A;60;71;85;77;62;64
850;79;Montpellier Herault SC;France;Ligue 1 Conforama;CM;4;4;Right;N\A;71;69;81;79;66;68
500;79;Wuhan Zall;Brazil;CSL;ST;4;3;Right;N\A;77;75;72;78;33;67
1000;79;Valencia CF;Russia;LaLiga Santander;LM;3;4;Left;N\A;77;79;78;77;55;67
600;79;Villarreal CF;Colombia;LaLiga Santander;ST;3;2;Right;N\A;70;76;64;76;33;66
983;79;Real Sociedad;Belgium;LaLiga Santander;RW;4;4;Left;N\A;76;76;74;82;29;56
2900;79;1. FC Köln;Germany;Bundesliga;LB;3;3;Left;N\A;75;60;75;75;78;75
633;79;Wolverhampton Wanderers;Spain;Premier League;LWB;4;3;Right;N\A;77;52;70;75;78;70
1200;79;Villarreal CF;Spain;LaLiga Santander;RB;4;3;Right;N\A;83;71;72;81;75;69
2000;79;SC Braga;Portugal;Liga NOS;LW;3;3;Right;N\A;76;76;76;81;42;55
683;79;Everton;Nigeria;Premier League;LM;4;3;Right;N\A;80;64;74;82;28;68
1000;79;Al Nassr;Morocco;Saudi Professional League;ST;3;3;Right;N\A;76;79;68;74;30;75
733;79;Everton;Côte d'ivoire;Premier League;CDM;3;3;Right;N\A;80;57;73;74;78;83
2767;79;Bayer 04 Leverkusen;Argentina;Bundesliga;ST;3;3;Right;N\A;71;77;59;75;29;75
1300;79;Roma;italy;Serie A TiM;RB;3;3;Right;N\A;78;66;72;74;76;74
667;79;RC Celta;Slovakia;LaLiga Santander;CM;4;4;Right;N\A;64;63;76;78;70;66
833;79;Sevilla FC;Spain;LaLiga Santander;ST;4;3;Left;N\A;84;77;75;81;35;66
917;79;SC Braga;Brazil;Liga NOS;CB;2;3;Left;N\A;51;54;59;58;79;83
817;79;Real Madrid;Dominican Republic;LaLiga Santander;ST;3;4;Right;N\A;82;80;61;73;45;80
933;79;Al Nassr;Brazil;Saudi Professional League;CDM;3;3;Right;N\A;70;67;73;76;74;77
850;79;Villarreal CF;Cameroon;LaLiga Santander;ST;3;4;Right;N\A;79;78;67;78;27;68
2267;79;Real Sociedad;Spain;LaLiga Santander;CM;3;3;Left;N\A;69;73;77;79;71;74
2467;79;AS Monaco Football Club SA;Russia;Ligue 1 Conforama;CAM;4;4;Right;N\A;81;71;75;82;65;67
2367;78;FC Dynamo Kyiv;Slovenia;Ukraine Liga;LM;4;3;Right;N\A;83;72;72;80;43;73
733;79;Piemonte Calcio;Uruguay;Serie A TiM;CM;4;4;Right;N\A;70;58;78;81;70;74
567;79;Chelsea;United States;Premier League;LW;4;4;Right;N\A;90;68;70;83;36;58
800;79;West Ham United;Paraguay;Premier League;CB;2;3;Right;N\A;56;40;52;52;80;79
517;79;Roma;italy;Serie A TiM;CM;3;3;Right;N\A;74;68;79;77;72;69
1000;79;TSG 1899 Hoffenheim;Austria;Bundesliga;CM;3;3;Right;N\A;64;59;77;78;68;66
800;79;R. Valladolid CF;Spain;LaLiga Santander;CM;3;4;Right;N\A;64;73;79;72;80;82
1400;79;Milan;Côte d'ivoire;Serie A TiM;CM;3;4;Right;N\A;72;72;72;77;78;88
900;79;Aston Villa;Brazil;Premier League;ST;3;3;Right;N\A;77;76;68;73;38;88
750;79;FC Porto;Japan;Liga NOS;LM;4;4;Right;N\A;90;73;72;83;37;50
950;79;Milan;Brazil;Serie A TiM;CAM;4;2;Left;N\A;76;75;75;81;60;77
3600;79;Borussia Dortmund;Morocco;Bundesliga;LB;3;2;Right;N\A;92;62;72;80;74;74
900;79;RCD Espanyol;Spain;LaLiga Santander;CDM;3;3;Left;N\A;61;62;77;74;73;68
1367;79;RB Leipzig;France;Bundesliga;CB;3;2;Right;N\A;78;27;54;68;80;78
1600;79;Borussia Dortmund;France;Bundesliga;CB;2;3;Left;N\A;62;34;61;51;80;80
